"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","testCount()","Structures Core","Sun Feb 01 00:35:31 UTC 2026","broken","Sun Feb 01 00:35:31 UTC 2026","","org.mindignited.structures.entity.EntityCrudTests","org.mindignited.structures.entity.EntityCrudTests","testCount"
"","0","Test FindByIds","End To End Tests","Sun Feb 01 00:53:11 UTC 2026","skipped","Sun Feb 01 00:53:11 UTC 2026","Versioned Tests","Typescript Client","",""
"","2","testPolicyEvaluatorWithSuccessfulOperations()","Structures Core","Sun Feb 01 00:35:31 UTC 2026","passed","Sun Feb 01 00:35:31 UTC 2026","","org.mindignited.structures.security.graphos.PolicyEvaluatorTests","org.mindignited.structures.security.graphos.PolicyEvaluatorTests","testPolicyEvaluatorWithSuccessfulOperations"
"","0","Test Stream Time Range Search","End To End Tests","Sun Feb 01 00:53:11 UTC 2026","skipped","Sun Feb 01 00:53:11 UTC 2026","Data Stream Tests","Typescript Client","",""
"","2","testAuthorizeReadOperationWithNoFieldPolicies()","Structures Core","Sun Feb 01 00:35:31 UTC 2026","passed","Sun Feb 01 00:35:31 UTC 2026","","org.mindignited.structures.security.graphos.PolicyAuthorizationServiceTest","org.mindignited.structures.security.graphos.PolicyAuthorizationServiceTest","testAuthorizeReadOperationWithNoFieldPolicies"
"","1","Test Delete By Query","End To End Tests","Sun Feb 01 00:53:11 UTC 2026","skipped","Sun Feb 01 00:53:11 UTC 2026","Data Stream Tests","Typescript Client","",""
"","1","testFindByIds()","Structures Core","Sun Feb 01 00:35:31 UTC 2026","broken","Sun Feb 01 00:35:31 UTC 2026","","org.mindignited.structures.entity.EntityCrudTests","org.mindignited.structures.entity.EntityCrudTests","testFindByIds"
"","2","testAuthorizeDeniedWithEntityOnlyPolicies()","Structures Core","Sun Feb 01 00:35:31 UTC 2026","passed","Sun Feb 01 00:35:31 UTC 2026","","org.mindignited.structures.security.graphos.PolicyAuthorizationServiceTest","org.mindignited.structures.security.graphos.PolicyAuthorizationServiceTest","testAuthorizeDeniedWithEntityOnlyPolicies"
"","1","testNamedQuery()","Structures Core","Sun Feb 01 00:35:31 UTC 2026","broken","Sun Feb 01 00:35:31 UTC 2026","","org.mindignited.structures.entity.NamedQueryTests","org.mindignited.structures.entity.NamedQueryTests","testNamedQuery"
"","0","Can create a person","End To End Tests","Sun Feb 01 00:53:11 UTC 2026","skipped","Sun Feb 01 00:53:11 UTC 2026","PersonWithTenant CRUD Operations","OpenAPI Client","",""
"","0","Can get person by ID","End To End Tests","Sun Feb 01 00:53:11 UTC 2026","skipped","Sun Feb 01 00:53:11 UTC 2026","PersonWithTenant CRUD Operations","OpenAPI Client","",""
"","0","Test Basic CRUD","End To End Tests","Sun Feb 01 00:53:11 UTC 2026","skipped","Sun Feb 01 00:53:11 UTC 2026","Versioned Tests","Typescript Client","",""
"","0","Test Cursor Based Paging With Iterator Uneven Pages","End To End Tests","Sun Feb 01 00:53:11 UTC 2026","skipped","Sun Feb 01 00:53:11 UTC 2026","EntityService Tests","Typescript Client","",""
"","0","Aggregate Test","End To End Tests","Sun Feb 01 00:53:11 UTC 2026","skipped","Sun Feb 01 00:53:11 UTC 2026","Named Query Tests","Typescript Client","",""
"","0","Test CountByQuery and DeleteByQuery","End To End Tests","Sun Feb 01 00:53:11 UTC 2026","skipped","Sun Feb 01 00:53:11 UTC 2026","Admin EntityService Tests","Typescript Client","",""
"","0","Test Alert Schema Evolution - Remove Field (Breaking)","End To End Tests","Sun Feb 01 00:53:11 UTC 2026","skipped","Sun Feb 01 00:53:11 UTC 2026","Data Stream Tests","Typescript Client","",""
"","1","testFindByIdsNoneFound()","Structures Core","Sun Feb 01 00:35:31 UTC 2026","broken","Sun Feb 01 00:35:31 UTC 2026","","org.mindignited.structures.entity.EntityCrudTests","org.mindignited.structures.entity.EntityCrudTests","testFindByIdsNoneFound"
"","0","tryOperationsOnPublishedStructure()","Structures Core","Sun Feb 01 00:35:31 UTC 2026","broken","Sun Feb 01 00:35:31 UTC 2026","","org.mindignited.structures.structure.StructureCrudTests","org.mindignited.structures.structure.StructureCrudTests","tryOperationsOnPublishedStructure"
"","0","Test Optimistic Locking","End To End Tests","Sun Feb 01 00:53:11 UTC 2026","skipped","Sun Feb 01 00:53:11 UTC 2026","Versioned Tests","Typescript Client","",""
"","1","testCreateAndDeleteByQuery()","Structures Core","Sun Feb 01 00:35:31 UTC 2026","broken","Sun Feb 01 00:35:31 UTC 2026","","org.mindignited.structures.entity.EntityCrudTests","org.mindignited.structures.entity.EntityCrudTests","testCreateAndDeleteByQuery"
"","7","testAuthorizeReadFailsDueToFieldPolicy()","Structures Core","Sun Feb 01 00:35:31 UTC 2026","passed","Sun Feb 01 00:35:31 UTC 2026","","org.mindignited.structures.security.graphos.PolicyAuthorizationServiceTest","org.mindignited.structures.security.graphos.PolicyAuthorizationServiceTest","testAuthorizeReadFailsDueToFieldPolicy"
"","1","testSharedPolicyManagerInitialization()","Structures Core","Sun Feb 01 00:35:31 UTC 2026","passed","Sun Feb 01 00:35:31 UTC 2026","","org.mindignited.structures.security.graphos.PolicyEvaluatorTests","org.mindignited.structures.security.graphos.PolicyEvaluatorTests","testSharedPolicyManagerInitialization"
