"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1426","Test FindByIds and None Found","End To End Tests","Tue Mar 17 07:21:39 UTC 2026","passed","Tue Mar 17 07:21:40 UTC 2026","Admin EntityService Tests","Typescript Client","",""
"","709","Aggregate With Parameter Test","End To End Tests","Tue Mar 17 07:21:52 UTC 2026","passed","Tue Mar 17 07:21:52 UTC 2026","Named Query Tests","Typescript Client","",""
"","1266","Test Bulk CRUD","End To End Tests","Tue Mar 17 07:21:43 UTC 2026","passed","Tue Mar 17 07:21:44 UTC 2026","Admin EntityService Tests","Typescript Client","",""
"","1722","Test FindByIds","End To End Tests","Tue Mar 17 07:21:37 UTC 2026","passed","Tue Mar 17 07:21:39 UTC 2026","EntityService Tests","Typescript Client","",""
"","894","Test Bulk Stream Write","End To End Tests","Tue Mar 17 07:21:46 UTC 2026","passed","Tue Mar 17 07:21:46 UTC 2026","Data Stream Tests","Typescript Client","",""
"","810","Test Cursor Based Paging With Iterator No Data","End To End Tests","Tue Mar 17 07:21:46 UTC 2026","passed","Tue Mar 17 07:21:47 UTC 2026","EntityService Tests","Typescript Client","",""
"","172","Can find people by IDs across specific tenants","End To End Tests","Tue Mar 17 07:21:36 UTC 2026","passed","Tue Mar 17 07:21:36 UTC 2026","Multitenant Selection Operations","OpenAPI Client","",""
"","146","Can count people across specific tenants","End To End Tests","Tue Mar 17 07:21:36 UTC 2026","passed","Tue Mar 17 07:21:36 UTC 2026","Multitenant Selection Operations","OpenAPI Client","",""
"","914","Test Stream Filtering by Severity","End To End Tests","Tue Mar 17 07:21:46 UTC 2026","passed","Tue Mar 17 07:21:47 UTC 2026","Data Stream Tests","Typescript Client","",""
"","2170","Test FindByIds","End To End Tests","Tue Mar 17 07:21:37 UTC 2026","passed","Tue Mar 17 07:21:39 UTC 2026","Admin EntityService Tests","Typescript Client","",""
"","598","Test Offset Based Paging With Iterator Single Page","End To End Tests","Tue Mar 17 07:21:48 UTC 2026","passed","Tue Mar 17 07:21:49 UTC 2026","EntityService Tests","Typescript Client","",""
"","970","Test CountByQuery and DeleteByQuery","End To End Tests","Tue Mar 17 07:21:41 UTC 2026","passed","Tue Mar 17 07:21:42 UTC 2026","EntityService Tests","Typescript Client","",""
"","952","Test CountByQuery","End To End Tests","Tue Mar 17 07:21:40 UTC 2026","passed","Tue Mar 17 07:21:41 UTC 2026","EntityService Tests","Typescript Client","",""
"","834","Test FindByIds","End To End Tests","Tue Mar 17 07:21:59 UTC 2026","passed","Tue Mar 17 07:21:59 UTC 2026","Versioned Tests","Typescript Client","",""
"","1039","Test Alert Schema Evolution - Add Field (Non-Breaking)","End To End Tests","Tue Mar 17 07:21:50 UTC 2026","passed","Tue Mar 17 07:21:51 UTC 2026","Data Stream Tests","Typescript Client","",""
"","2","should handle concurrent entity operations during cache eviction","K8s Cache Eviction Tests","Tue Mar 17 07:21:28 UTC 2026","passed","Tue Mar 17 07:21:28 UTC 2026","","","",""
"","157","Can delete person","End To End Tests","Tue Mar 17 07:21:36 UTC 2026","passed","Tue Mar 17 07:21:36 UTC 2026","PersonWithTenant CRUD Operations","OpenAPI Client","",""
"","1243","Test Cursor Based Paging","End To End Tests","Tue Mar 17 07:21:42 UTC 2026","passed","Tue Mar 17 07:21:43 UTC 2026","EntityService Tests","Typescript Client","",""
"","442","Test Save Multiple","End To End Tests","Tue Mar 17 07:21:53 UTC 2026","passed","Tue Mar 17 07:21:54 UTC 2026","Named Query Tests","Typescript Client","",""
"","48","OpenApi Schema loads","End To End Tests","Tue Mar 17 07:22:01 UTC 2026","passed","Tue Mar 17 07:22:01 UTC 2026","","","",""
"","330","Can delete people across specific tenants","End To End Tests","Tue Mar 17 07:21:36 UTC 2026","passed","Tue Mar 17 07:21:37 UTC 2026","Multitenant Selection Operations","OpenAPI Client","",""
"","3","should propagate cache eviction across all pods with entity operations","K8s Cache Eviction Tests","Tue Mar 17 07:21:28 UTC 2026","passed","Tue Mar 17 07:21:28 UTC 2026","","","",""
"","1176","Test Alert Schema Evolution - Remove Field (Breaking)","End To End Tests","Tue Mar 17 07:21:51 UTC 2026","passed","Tue Mar 17 07:21:52 UTC 2026","Data Stream Tests","Typescript Client","",""
"","597","Test Bulk CRUD","End To End Tests","Tue Mar 17 07:21:58 UTC 2026","passed","Tue Mar 17 07:21:59 UTC 2026","Versioned Tests","Typescript Client","",""
"","1171","Test FindByIds and None Found","End To End Tests","Tue Mar 17 07:21:39 UTC 2026","passed","Tue Mar 17 07:21:40 UTC 2026","EntityService Tests","Typescript Client","",""
"","713","Test Cursor Based Paging With Iterator Uneven Pages","End To End Tests","Tue Mar 17 07:21:45 UTC 2026","passed","Tue Mar 17 07:21:45 UTC 2026","EntityService Tests","Typescript Client","",""
"","699","Test Multiple Writes Maintain Data Integrity","End To End Tests","Tue Mar 17 07:21:45 UTC 2026","passed","Tue Mar 17 07:21:46 UTC 2026","Data Stream Tests","Typescript Client","",""
"","440","OpenApi Schema loads","End To End Tests","Tue Mar 17 07:21:35 UTC 2026","passed","Tue Mar 17 07:21:35 UTC 2026","","OpenAPI Client","",""
"","104","Can create a person","End To End Tests","Tue Mar 17 07:21:35 UTC 2026","passed","Tue Mar 17 07:21:35 UTC 2026","PersonWithTenant CRUD Operations","OpenAPI Client","",""
"","1284","Test Cursor Based Paging With Iterator","End To End Tests","Tue Mar 17 07:21:43 UTC 2026","passed","Tue Mar 17 07:21:45 UTC 2026","EntityService Tests","Typescript Client","",""
"","840","Test Stream Pagination","End To End Tests","Tue Mar 17 07:21:48 UTC 2026","passed","Tue Mar 17 07:21:49 UTC 2026","Data Stream Tests","Typescript Client","",""
"","679","Test Offset Based Paging With Iterator No Data","End To End Tests","Tue Mar 17 07:21:49 UTC 2026","passed","Tue Mar 17 07:21:50 UTC 2026","EntityService Tests","Typescript Client","",""
"","7650","Test Basic CRUD","End To End Tests","Tue Mar 17 07:21:30 UTC 2026","passed","Tue Mar 17 07:21:37 UTC 2026","EntityService Tests","Typescript Client","",""
"","715","Aggregate Pageable Test","End To End Tests","Tue Mar 17 07:21:52 UTC 2026","passed","Tue Mar 17 07:21:53 UTC 2026","Named Query Tests","Typescript Client","",""
"","580","Test Optimistic Locking","End To End Tests","Tue Mar 17 07:21:57 UTC 2026","passed","Tue Mar 17 07:21:58 UTC 2026","Versioned Tests","Typescript Client","",""
"","664","Test Offset Based Paging With Iterator Uneven Pages","End To End Tests","Tue Mar 17 07:21:48 UTC 2026","passed","Tue Mar 17 07:21:48 UTC 2026","EntityService Tests","Typescript Client","",""
"","6497","Aggregate Test","End To End Tests","Tue Mar 17 07:21:45 UTC 2026","passed","Tue Mar 17 07:21:52 UTC 2026","Named Query Tests","Typescript Client","",""
"","707","Test Stream Time Range Search","End To End Tests","Tue Mar 17 07:21:47 UTC 2026","passed","Tue Mar 17 07:21:48 UTC 2026","Data Stream Tests","Typescript Client","",""
"","1190","Test CountByQuery","End To End Tests","Tue Mar 17 07:21:40 UTC 2026","passed","Tue Mar 17 07:21:41 UTC 2026","Admin EntityService Tests","Typescript Client","",""
"","331","Can bulk save people across multiple tenants and retrieve them selectively","End To End Tests","Tue Mar 17 07:21:36 UTC 2026","passed","Tue Mar 17 07:21:36 UTC 2026","Multitenant Selection Operations","OpenAPI Client","",""
"","1362","Test CountByQuery and DeleteByQuery","End To End Tests","Tue Mar 17 07:21:41 UTC 2026","passed","Tue Mar 17 07:21:43 UTC 2026","Admin EntityService Tests","Typescript Client","",""
"","774","Test Delete By Query","End To End Tests","Tue Mar 17 07:21:49 UTC 2026","passed","Tue Mar 17 07:21:50 UTC 2026","Data Stream Tests","Typescript Client","",""
