"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","whenCreateTableMigration_thenTableCreated()","Structures Core","Fri Feb 06 09:43:43 UTC 2026","broken","Fri Feb 06 09:43:43 UTC 2026","","org.kinotic.structures.tests.sql.MigrationExecutorIntegrationTest","org.kinotic.structures.tests.sql.MigrationExecutorIntegrationTest","whenCreateTableMigration_thenTableCreated"
"","5","testAuthorizeReadFailsDueToFieldPolicy()","Structures Core","Fri Feb 06 09:43:37 UTC 2026","passed","Fri Feb 06 09:43:37 UTC 2026","","org.kinotic.structures.tests.core.security.graphos.PolicyAuthorizationServiceTest","org.kinotic.structures.tests.core.security.graphos.PolicyAuthorizationServiceTest","testAuthorizeReadFailsDueToFieldPolicy"
"","3","testExtractValueFromPath_TypeMismatch()","Structures Core","Fri Feb 06 09:43:25 UTC 2026","passed","Fri Feb 06 09:43:25 UTC 2026","","org.kinotic.structures.tests.auth.OidcSecurityServiceTest","org.kinotic.structures.tests.auth.OidcSecurityServiceTest","testExtractValueFromPath_TypeMismatch"
"","3","testExtractValueFromPath_NestedPath()","Structures Core","Fri Feb 06 09:43:25 UTC 2026","passed","Fri Feb 06 09:43:25 UTC 2026","","org.kinotic.structures.tests.auth.OidcSecurityServiceTest","org.kinotic.structures.tests.auth.OidcSecurityServiceTest","testExtractValueFromPath_NestedPath"
"","3","testNoAuthorizationHeaderExceptionDetails()","Structures Core","Fri Feb 06 09:43:24 UTC 2026","passed","Fri Feb 06 09:43:24 UTC 2026","","org.kinotic.structures.tests.auth.OidcAuthVerifierTest","org.kinotic.structures.tests.auth.OidcAuthVerifierTest","testNoAuthorizationHeaderExceptionDetails"
"","1","whenReindex_thenDataReindexed()","Structures Core","Fri Feb 06 09:43:43 UTC 2026","broken","Fri Feb 06 09:43:43 UTC 2026","","org.kinotic.structures.tests.sql.MigrationExecutorIntegrationTest","org.kinotic.structures.tests.sql.MigrationExecutorIntegrationTest","whenReindex_thenDataReindexed"
"","15","testFrontendConfigurationEndpoint_ReturnsValidConfiguration()","Structures Core","Fri Feb 06 09:43:42 UTC 2026","passed","Fri Feb 06 09:43:42 UTC 2026","","org.kinotic.structures.tests.frontend.FrontendConfigurationIntegrationTest","org.kinotic.structures.tests.frontend.FrontendConfigurationIntegrationTest","testFrontendConfigurationEndpoint_ReturnsValidConfiguration"
"","266","testPartialUpdate()","Structures Core","Fri Feb 06 09:43:36 UTC 2026","broken","Fri Feb 06 09:43:36 UTC 2026","","org.kinotic.structures.tests.core.entity.EntityCrudTests","org.kinotic.structures.tests.core.entity.EntityCrudTests","testPartialUpdate"
"","827","testBulk()","Structures Core","Fri Feb 06 09:43:32 UTC 2026","failed","Fri Feb 06 09:43:33 UTC 2026","","org.kinotic.structures.tests.core.entity.BulkUpdateTests","org.kinotic.structures.tests.core.entity.BulkUpdateTests","testBulk"
"","2795","testValidAudienceWithNoRoles()","Structures Core","Fri Feb 06 09:43:17 UTC 2026","passed","Fri Feb 06 09:43:20 UTC 2026","","org.kinotic.structures.tests.auth.AccessControlTest","org.kinotic.structures.tests.auth.AccessControlTest","testValidAudienceWithNoRoles"
