"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6","testValidBearerHeaderWithInvalidToken()","Structures Core","Sun Feb 08 01:42:09 UTC 2026","passed","Sun Feb 08 01:42:09 UTC 2026","","org.kinotic.structures.tests.auth.OidcAuthVerifierTest","org.kinotic.structures.tests.auth.OidcAuthVerifierTest","testValidBearerHeaderWithInvalidToken"
"","1","whenCreateTableMigration_thenTableCreated()","Structures Core","Sun Feb 08 01:42:26 UTC 2026","broken","Sun Feb 08 01:42:26 UTC 2026","","org.kinotic.structures.tests.sql.MigrationExecutorIntegrationTest","org.kinotic.structures.tests.sql.MigrationExecutorIntegrationTest","whenCreateTableMigration_thenTableCreated"
"","288","testFindById()","Structures Core","Sun Feb 08 01:42:20 UTC 2026","failed","Sun Feb 08 01:42:20 UTC 2026","","org.kinotic.structures.tests.core.entity.EntityCrudTests","org.kinotic.structures.tests.core.entity.EntityCrudTests","testFindById"
"","10","testAuthorizeWithNoPoliciesOnStructure()","Structures Core","Sun Feb 08 01:42:21 UTC 2026","passed","Sun Feb 08 01:42:21 UTC 2026","","org.kinotic.structures.tests.core.security.graphos.PolicyAuthorizationServiceTest","org.kinotic.structures.tests.core.security.graphos.PolicyAuthorizationServiceTest","testAuthorizeWithNoPoliciesOnStructure"
"","0","testAuthorizeReadOperationWithNoFieldPolicies()","Structures Core","Sun Feb 08 01:42:21 UTC 2026","passed","Sun Feb 08 01:42:21 UTC 2026","","org.kinotic.structures.tests.core.security.graphos.PolicyAuthorizationServiceTest","org.kinotic.structures.tests.core.security.graphos.PolicyAuthorizationServiceTest","testAuthorizeReadOperationWithNoFieldPolicies"
"","1","testInvalidAuthorizationHeaderExceptionDetails()","Structures Core","Sun Feb 08 01:42:09 UTC 2026","passed","Sun Feb 08 01:42:09 UTC 2026","","org.kinotic.structures.tests.auth.OidcAuthVerifierTest","org.kinotic.structures.tests.auth.OidcAuthVerifierTest","testInvalidAuthorizationHeaderExceptionDetails"
"","2","testNonBearerAuthorizationHeader()","Structures Core","Sun Feb 08 01:42:09 UTC 2026","passed","Sun Feb 08 01:42:09 UTC 2026","","org.kinotic.structures.tests.auth.OidcAuthVerifierTest","org.kinotic.structures.tests.auth.OidcAuthVerifierTest","testNonBearerAuthorizationHeader"
"","0","whenAlterTable_thenColumnAdded()","Structures Core","Sun Feb 08 01:42:26 UTC 2026","broken","Sun Feb 08 01:42:26 UTC 2026","","org.kinotic.structures.tests.sql.MigrationExecutorIntegrationTest","org.kinotic.structures.tests.sql.MigrationExecutorIntegrationTest","whenAlterTable_thenColumnAdded"
"","1","testInvalidAuthorizationHeader()","Structures Core","Sun Feb 08 01:42:09 UTC 2026","passed","Sun Feb 08 01:42:09 UTC 2026","","org.kinotic.structures.tests.auth.OidcAuthVerifierTest","org.kinotic.structures.tests.auth.OidcAuthVerifierTest","testInvalidAuthorizationHeader"
"","1","testPolicyEvaluatorWithFailedOperations()","Structures Core","Sun Feb 08 01:42:21 UTC 2026","passed","Sun Feb 08 01:42:21 UTC 2026","","org.kinotic.structures.tests.core.security.graphos.PolicyEvaluatorTests","org.kinotic.structures.tests.core.security.graphos.PolicyEvaluatorTests","testPolicyEvaluatorWithFailedOperations"
