"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Test Basic CRUD","End To End Tests","Sat Jan 10 01:52:11 UTC 2026","skipped","Sat Jan 10 01:52:11 UTC 2026","Admin EntityService Tests","Typescript Client","",""
"","1","testFindById()","Structures Core","Sat Jan 10 01:30:28 UTC 2026","broken","Sat Jan 10 01:30:28 UTC 2026","","org.kinotic.structures.entity.EntityCrudTests","org.kinotic.structures.entity.EntityCrudTests","testFindById"
"","1","Test FindByIds and None Found","End To End Tests","Sat Jan 10 01:52:11 UTC 2026","skipped","Sat Jan 10 01:52:11 UTC 2026","EntityService Tests","Typescript Client","",""
"","2","should propagate cache eviction across all pods with entity operations","K8s Cache Eviction Tests","Sat Jan 10 01:31:08 UTC 2026","passed","Sat Jan 10 01:31:08 UTC 2026","","","",""
"","2","testBulk()","Structures Core","Sat Jan 10 01:30:27 UTC 2026","broken","Sat Jan 10 01:30:27 UTC 2026","","org.kinotic.structures.entity.BulkUpdateTests","org.kinotic.structures.entity.BulkUpdateTests","testBulk"
"","0","Can get person by ID","End To End Tests","Sat Jan 10 01:52:11 UTC 2026","skipped","Sat Jan 10 01:52:11 UTC 2026","PersonWithTenant CRUD Operations","OpenAPI Client","",""
"","0","Aggregate With Parameter Test","End To End Tests","Sat Jan 10 01:52:11 UTC 2026","skipped","Sat Jan 10 01:52:11 UTC 2026","Named Query Tests","Typescript Client","",""
"","0","Test Basic CRUD","End To End Tests","Sat Jan 10 01:52:11 UTC 2026","skipped","Sat Jan 10 01:52:11 UTC 2026","Versioned Tests","Typescript Client","",""
"","0","Can find people by IDs across specific tenants","End To End Tests","Sat Jan 10 01:52:11 UTC 2026","skipped","Sat Jan 10 01:52:11 UTC 2026","Multitenant Selection Operations","OpenAPI Client","",""
"","0","Test FindByIds and None Found","End To End Tests","Sat Jan 10 01:52:11 UTC 2026","skipped","Sat Jan 10 01:52:11 UTC 2026","Admin EntityService Tests","Typescript Client","",""
