"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","429","bulkSaveObjectWithMultipleIds()","Structures Core","Sun Feb 08 06:55:03 UTC 2026","broken","Sun Feb 08 06:55:03 UTC 2026","","org.kinotic.structures.tests.core.entity.BulkUpdateTests","org.kinotic.structures.tests.core.entity.BulkUpdateTests","bulkSaveObjectWithMultipleIds"
"","269","testCreateAndDeleteByQuery()","Structures Core","Sun Feb 08 06:55:06 UTC 2026","failed","Sun Feb 08 06:55:07 UTC 2026","","org.kinotic.structures.tests.core.entity.EntityCrudTests","org.kinotic.structures.tests.core.entity.EntityCrudTests","testCreateAndDeleteByQuery"
"","2398","createAndDeleteApplication()","Structures Core","Sun Feb 08 06:54:58 UTC 2026","passed","Sun Feb 08 06:55:01 UTC 2026","","org.kinotic.structures.tests.core.application.ApplicationTests","org.kinotic.structures.tests.core.application.ApplicationTests","createAndDeleteApplication"
"","92","testValidAudienceWithAdminRole()","Structures Core","Sun Feb 08 06:54:51 UTC 2026","passed","Sun Feb 08 06:54:51 UTC 2026","","org.kinotic.structures.tests.auth.AccessControlTest","org.kinotic.structures.tests.auth.AccessControlTest","testValidAudienceWithAdminRole"
"","375","tryOperationsOnPublishedStructure()","Structures Core","Sun Feb 08 06:55:10 UTC 2026","passed","Sun Feb 08 06:55:11 UTC 2026","","org.kinotic.structures.tests.core.structure.StructureCrudTests","org.kinotic.structures.tests.core.structure.StructureCrudTests","tryOperationsOnPublishedStructure"
"","8","whenBuildingRangeQuery_thenCorrectQueryBuilt()","Structures Core","Sun Feb 08 06:55:13 UTC 2026","passed","Sun Feb 08 06:55:13 UTC 2026","","org.kinotic.structures.tests.sql.executor.QueryBuilderTest","org.kinotic.structures.tests.sql.executor.QueryBuilderTest","whenBuildingRangeQuery_thenCorrectQueryBuilt"
"","13","testInvalidJwtTokenFormat()","Structures Core","Sun Feb 08 06:54:54 UTC 2026","passed","Sun Feb 08 06:54:54 UTC 2026","","org.kinotic.structures.tests.auth.JwksServiceTest","org.kinotic.structures.tests.auth.JwksServiceTest","testInvalidJwtTokenFormat"
"","4","testExtractValueFromPath_ListPath()","Structures Core","Sun Feb 08 06:54:56 UTC 2026","passed","Sun Feb 08 06:54:56 UTC 2026","","org.kinotic.structures.tests.auth.OidcSecurityServiceTest","org.kinotic.structures.tests.auth.OidcSecurityServiceTest","testExtractValueFromPath_ListPath"
"","2379","createPublishAndDeleteStructure()","Structures Core","Sun Feb 08 06:55:08 UTC 2026","passed","Sun Feb 08 06:55:10 UTC 2026","","org.kinotic.structures.tests.core.structure.StructureCrudTests","org.kinotic.structures.tests.core.structure.StructureCrudTests","createPublishAndDeleteStructure"
"","14","testFrontendConfigurationEndpoint_JsonStructure()","Structures Core","Sun Feb 08 06:55:12 UTC 2026","passed","Sun Feb 08 06:55:12 UTC 2026","","org.kinotic.structures.tests.frontend.FrontendConfigurationIntegrationTest","org.kinotic.structures.tests.frontend.FrontendConfigurationIntegrationTest","testFrontendConfigurationEndpoint_JsonStructure"
