"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Test Offset Based Paging With Iterator Uneven Pages","End To End Tests","Fri Jan 09 04:54:41 UTC 2026","skipped","Fri Jan 09 04:54:41 UTC 2026","EntityService Tests","Typescript Client","",""
"","0","Test Cursor Based Paging","End To End Tests","Fri Jan 09 04:54:41 UTC 2026","skipped","Fri Jan 09 04:54:41 UTC 2026","EntityService Tests","Typescript Client","",""
"","1","testPolicyEvaluatorWithoutOperations()","Structures Core","Fri Jan 09 04:33:01 UTC 2026","passed","Fri Jan 09 04:33:01 UTC 2026","","org.kinotic.structures.security.graphos.PolicyEvaluatorTests","org.kinotic.structures.security.graphos.PolicyEvaluatorTests","testPolicyEvaluatorWithoutOperations"
"","1","tryOperationOnNotPublishedStructure()","Structures Core","Fri Jan 09 04:33:01 UTC 2026","broken","Fri Jan 09 04:33:01 UTC 2026","","org.kinotic.structures.structure.StructureCrudTests","org.kinotic.structures.structure.StructureCrudTests","tryOperationOnNotPublishedStructure"
"","1","testNamedQuery()","Structures Core","Fri Jan 09 04:33:01 UTC 2026","broken","Fri Jan 09 04:33:01 UTC 2026","","org.kinotic.structures.entity.NamedQueryTests","org.kinotic.structures.entity.NamedQueryTests","testNamedQuery"
"","1","Test Basic CRUD","End To End Tests","Fri Jan 09 04:54:41 UTC 2026","skipped","Fri Jan 09 04:54:41 UTC 2026","Versioned Tests","Typescript Client","",""
"","0","testCount()","Structures Core","Fri Jan 09 04:33:01 UTC 2026","broken","Fri Jan 09 04:33:01 UTC 2026","","org.kinotic.structures.entity.EntityCrudTests","org.kinotic.structures.entity.EntityCrudTests","testCount"
"","1","Test Offset Based Paging With Iterator Single Page","End To End Tests","Fri Jan 09 04:54:41 UTC 2026","skipped","Fri Jan 09 04:54:41 UTC 2026","EntityService Tests","Typescript Client","",""
"","0","Test Offset Based Paging With Iterator","End To End Tests","Fri Jan 09 04:54:41 UTC 2026","skipped","Fri Jan 09 04:54:41 UTC 2026","EntityService Tests","Typescript Client","",""
"","1","Aggregate Test","End To End Tests","Fri Jan 09 04:54:41 UTC 2026","skipped","Fri Jan 09 04:54:41 UTC 2026","Named Query Tests","Typescript Client","",""
"","0","Test Migration Service With No Previous Migrations","Migration Service End To End Tests","Fri Jan 09 04:54:41 UTC 2026","skipped","Fri Jan 09 04:54:41 UTC 2026","Migration Service Tests","Typescript Client","",""
"","0","bulkSaveObjectWithMultipleIds()","Structures Core","Fri Jan 09 04:33:00 UTC 2026","broken","Fri Jan 09 04:33:00 UTC 2026","","org.kinotic.structures.entity.BulkUpdateTests","org.kinotic.structures.entity.BulkUpdateTests","bulkSaveObjectWithMultipleIds"
"","0","Test Update Fails","End To End Tests","Fri Jan 09 04:54:41 UTC 2026","skipped","Fri Jan 09 04:54:41 UTC 2026","Versioned Tests","Typescript Client","",""
"","0","Test Save Multiple","End To End Tests","Fri Jan 09 04:54:41 UTC 2026","skipped","Fri Jan 09 04:54:41 UTC 2026","Named Query Tests","Typescript Client","",""
"","0","Can delete people across specific tenants","End To End Tests","Fri Jan 09 04:54:41 UTC 2026","skipped","Fri Jan 09 04:54:41 UTC 2026","Multitenant Selection Operations","OpenAPI Client","",""
"","0","testCountByQuery()","Structures Core","Fri Jan 09 04:33:00 UTC 2026","broken","Fri Jan 09 04:33:00 UTC 2026","","org.kinotic.structures.entity.EntityCrudTests","org.kinotic.structures.entity.EntityCrudTests","testCountByQuery"
"","1","testAuthorizeWriteOperationFails()","Structures Core","Fri Jan 09 04:33:01 UTC 2026","passed","Fri Jan 09 04:33:01 UTC 2026","","org.kinotic.structures.security.graphos.PolicyAuthorizationServiceTest","org.kinotic.structures.security.graphos.PolicyAuthorizationServiceTest","testAuthorizeWriteOperationFails"
"","0","Test CountByQuery and DeleteByQuery","End To End Tests","Fri Jan 09 04:54:41 UTC 2026","skipped","Fri Jan 09 04:54:41 UTC 2026","EntityService Tests","Typescript Client","",""
"","1","testPartialUpdate()","Structures Core","Fri Jan 09 04:33:01 UTC 2026","broken","Fri Jan 09 04:33:01 UTC 2026","","org.kinotic.structures.entity.EntityCrudTests","org.kinotic.structures.entity.EntityCrudTests","testPartialUpdate"
"","0","Can count people across specific tenants","End To End Tests","Fri Jan 09 04:54:41 UTC 2026","skipped","Fri Jan 09 04:54:41 UTC 2026","Multitenant Selection Operations","OpenAPI Client","",""
"","0","OpenApi Schema loads","End To End Tests","Fri Jan 09 04:54:41 UTC 2026","skipped","Fri Jan 09 04:54:41 UTC 2026","","","",""
"","0","testCreateAndDeleteByQuery()","Structures Core","Fri Jan 09 04:33:01 UTC 2026","broken","Fri Jan 09 04:33:01 UTC 2026","","org.kinotic.structures.entity.EntityCrudTests","org.kinotic.structures.entity.EntityCrudTests","testCreateAndDeleteByQuery"
"","8","testAuthorizeReadFailsDueToFieldPolicy()","Structures Core","Fri Jan 09 04:33:01 UTC 2026","passed","Fri Jan 09 04:33:01 UTC 2026","","org.kinotic.structures.security.graphos.PolicyAuthorizationServiceTest","org.kinotic.structures.security.graphos.PolicyAuthorizationServiceTest","testAuthorizeReadFailsDueToFieldPolicy"
"","1","createPublishAndDeleteStructure()","Structures Core","Fri Jan 09 04:33:01 UTC 2026","broken","Fri Jan 09 04:33:01 UTC 2026","","org.kinotic.structures.structure.StructureCrudTests","org.kinotic.structures.structure.StructureCrudTests","createPublishAndDeleteStructure"
